cuie	codigo	usuario	fecha_carga
N05456	IMI 55		
N05457	IMI 55		
N05468	IMI 55		
N20014	IMI 55		
N20021	IMI 55		
N20023	IMI 55		
N20037	IMI 55		
N95774	IMI 55		
N03169	IMI 56		
N05164	IMI 56		
N05170	IMI 56		
N05178	IMI 56		
N05185	IMI 56		
N05195	IMI 56		
N05227	IMI 56		
N05263	IMI 56		
N05264	IMI 56		
N05292	IMI 56		
N05346	IMI 56		
N05348	IMI 56		
N05377	IMI 56		
N05392	IMI 56		
N05405	IMI 56		
N10466	IMI 56		
N10478	IMI 56		
N20012	IMI 56		
N20019	IMI 56		
N20045	IMI 56		
N95768	IMI 56		
N95773	IMI 56		
N95784	IMI 56		
N99976	IMI 56		
N99979	IMI 56		
N03162	IMI 57		
N00204	IMI 57		
N00746	IMI 57		
N03173	IMI 57		
N05200	IMI 57		
N05232	IMI 57		
N05236	IMI 57		
N05243	IMI 57		
N05278	IMI 57		
N05310	IMI 57		
N05393	IMI 57		
N10451	IMI 57		
N10471	IMI 57		
N10491	IMI 57		
N20002	IMI 57		
N20021	IMI 57		
N20026	IMI 57		
N20028	IMI 57		
N20052	IMI 57		
N30016	IMI 57		
N30018	IMI 57		
N30023	IMI 57		
N95720	IMI 57		
N95767	IMI 57		
N95781	IMI 57		
N00538	IMI 58		
N03154	IMI 58		
N03162	IMI 58		
N03586	IMI 58		
N05166	IMI 58		
N05170	IMI 58		
N05179	IMI 58		
N00484	IMI 58		
N05173	IMI 58		
N05197	IMI 58		
N05206	IMI 58		
N05208	IMI 58		
N05235	IMI 58		
N05238	IMI 58		
N05257	IMI 58		
N05258	IMI 58		
N05263	IMI 58		
N05306	IMI 58		
N05336	IMI 58		
N05362	IMI 58		
N05401	IMI 58		
N05410	IMI 58		
N05427	IMI 58		
N10467	IMI 58		
N10499	IMI 58		
N20005	IMI 58		
N20033	IMI 58		
N20055	IMI 58		
N30015	IMI 58		
N03163	IMI 59		
N05164	IMI 59		
N05408	IMI 59		
N00205	IMI 59		
N00327	IMI 59		
N01148	IMI 59		
N03159	IMI 59		
N05201	IMI 59		
N05208	IMI 59		
N05212	IMI 59		
N05213	IMI 59		
N05228	IMI 59		
N05230	IMI 59		
N05247	IMI 59		
N05249	IMI 59		
N05264	IMI 59		
N05282	IMI 59		
N05287	IMI 59		
N05300	IMI 59		
N05372	IMI 59		
N05405	IMI 59		
N05407	IMI 59		
N10467	IMI 59		
N20004	IMI 59		
N20043	IMI 59		
N20046	IMI 59		
N20053	IMI 59		
N30014	IMI 59		
N95782	IMI 59		
N95791	IMI 59		
N99976	IMI 59		
N10450	LMI 43		
N95727	LMI 43		
N95732	LMI 43		
N10789	CPN 73		
N20037	CPN 73		
N30013	CPN 73		
N99932	CPN 73		
N99990	CPN 73		
N10450	IMI 51		
N03157	IMI 51		
N03169	IMI 51		
N05179	IMI 51		
N05230	IMI 51		
N05231	IMI 51		
N05236	IMI 51		
N05240	IMI 51		
N05249	IMI 51		
N05264	IMI 51		
N05302	IMI 51		
N05342	IMI 51		
N05355	IMI 51		
N05373	IMI 51		
N05387	IMI 51		
N05388	IMI 51		
N05392	IMI 51		
N05400	IMI 51		
N05406	IMI 51		
N05413	IMI 51		
N05468	IMI 51		
N10457	IMI 51		
N10470	IMI 51		
N20014	IMI 51		
N20052	IMI 51		
N30017	IMI 51		
N30022	IMI 51		
N95769	IMI 51		
N99979	IMI 51		
N99990	IMI 51		
N03154	IMI 52		
N03157	IMI 52		
N03167	IMI 52		
N00420	IMI 52		
N00746	IMI 52		
N03173	IMI 52		
N05169	IMI 52		
N05173	IMI 52		
N05185	IMI 52		
N05191	IMI 52		
N05193	IMI 52		
N05199	IMI 52		
N05210	IMI 52		
N05216	IMI 52		
N05252	IMI 52		
N05271	IMI 52		
N05280	IMI 52		
N05285	IMI 52		
N05296	IMI 52		
N05302	IMI 52		
N05304	IMI 52		
N05329	IMI 52		
N05351	IMI 52		
N05388	IMI 52		
N05414	IMI 52		
N05428	IMI 52		
N05441	IMI 52		
N05442	IMI 52		
N05444	IMI 52		
N05452	IMI 52		
N05457	IMI 52		
N05458	IMI 52		
N05463	IMI 52		
N05470	IMI 52		
N20015	IMI 52		
N20022	IMI 52		
N20026	IMI 52		
N20033	IMI 52		
N20037	IMI 52		
N20046	IMI 52		
N20055	IMI 52		
N95758	IMI 52		
N95788	IMI 52		
N00538	IMI 53		
N01145	IMI 53		
N03169	IMI 53		
N05179	IMI 53		
N05181	IMI 53		
N05367	IMI 53		
N03165	IMI 53		
N05169	IMI 53		
N05221	IMI 53		
N05222	IMI 53		
N05244	IMI 53		
N05248	IMI 53		
N05283	IMI 53		
N05284	IMI 53		
N05291	IMI 53		
N05302	IMI 53		
N05307	IMI 53		
N05322	IMI 53		
N05323	IMI 53		
N05347	IMI 53		
N05362	IMI 53		
N05365	IMI 53		
N05370	IMI 53		
N05411	IMI 53		
N05452	IMI 53		
N05455	IMI 53		
N05460	IMI 53		
N10452	IMI 53		
N10490	IMI 53		
N20032	IMI 53		
N20047	IMI 53		
N30017	IMI 53		
N30018	IMI 53		
N05166	IMI 54		
N05170	IMI 54		
N00205	IMI 54		
N00420	IMI 54		
N03172	IMI 54		
N03588	IMI 54		
N05211	IMI 54		
N05219	IMI 54		
N05234	IMI 54		
N05276	IMI 54		
N05289	IMI 54		
N05292	IMI 54		
N05297	IMI 54		
N05326	IMI 54		
N05334	IMI 54		
N05346	IMI 54		
N05355	IMI 54		
N05361	IMI 54		
N05366	IMI 54		
N05376	IMI 54		
N05382	IMI 54		
N05402	IMI 54		
N05424	IMI 54		
N05453	IMI 54		
N05457	IMI 54		
N10471	IMI 54		
N10489	IMI 54		
N20001	IMI 54		
N20034	IMI 54		
N30013	IMI 54		
N30022	IMI 54		
N95757	IMI 54		
N95758	IMI 54		
N95779	IMI 54		
N95781	IMI 54		
N05162	IMI 55		
N05183	IMI 55		
N05188	IMI 55		
N05199	IMI 55		
N05208	IMI 55		
N05225	IMI 55		
N05248	IMI 55		
N05259	IMI 55		
N05272	IMI 55		
N05294	IMI 55		
N05328	IMI 55		
N05397	IMI 55		
N05407	IMI 55		
N05415	IMI 55		
N05424	IMI 55		
N05438	IMI 55		
N05439	IMI 55		
N05448	IMI 55		
N05458	IMI 55		
N10478	IMI 55		
N20012	IMI 55		
N20036	IMI 55		
N20039	IMI 55		
N20044	IMI 55		
N20052	IMI 55		
N30012	IMI 55		
N30025	IMI 55		
N95719	IMI 55		
N95725	IMI 55		
N95760	IMI 55		
N95764	IMI 55		
N00484	IMI 56		
N00496	IMI 56		
N03589	IMI 56		
N05169	IMI 56		
N05186	IMI 56		
N05206	IMI 56		
N05210	IMI 56		
N05279	IMI 56		
N05293	IMI 56		
N05313	IMI 56		
N05319	IMI 56		
N05350	IMI 56		
N05370	IMI 56		
N05439	IMI 56		
N05456	IMI 56		
N20005	IMI 56		
N20014	IMI 56		
N20027	IMI 56		
N20036	IMI 56		
N20039	IMI 56		
N20050	IMI 56		
N20054	IMI 56		
N30011	IMI 56		
N95723	IMI 56		
N95757	IMI 56		
N95769	IMI 56		
N03155	IMI 57		
N05170	IMI 57		
N05174	IMI 57		
ALD005	IMI 57		
N03158	IMI 57		
N03159	IMI 57		
N05169	IMI 57		
N05186	IMI 57		
N05275	IMI 57		
N05276	IMI 57		
N05305	IMI 57		
N05352	IMI 57		
N05354	IMI 57		
N05359	IMI 57		
N05361	IMI 57		
N05381	IMI 57		
N05402	IMI 57		
N05414	IMI 57		
N05415	IMI 57		
N05430	IMI 57		
N05432	IMI 57		
N05445	IMI 57		
N05446	IMI 57		
N05449	IMI 57		
N05464	IMI 57		
N10452	IMI 57		
N20006	IMI 57		
N20044	IMI 57		
N20054	IMI 57		
N30017	IMI 57		
N95725	IMI 57		
N95756	IMI 57		
NI8880	IMI 57		
N03167	IMI 58		
N05161	IMI 58		
N05165	IMI 58		
N05435	IMI 58		
N05436	IMI 58		
ALD005	IMI 58		
N00204	IMI 58		
N00420	IMI 58		
N00496	IMI 58		
N05207	IMI 58		
N05211	IMI 58		
N05213	IMI 58		
N05277	IMI 58		
N05281	IMI 58		
N05291	IMI 58		
N05295	IMI 58		
N05304	IMI 58		
N05334	IMI 58		
N05365	IMI 58		
N05374	IMI 58		
N05392	IMI 58		
N05420	IMI 58		
N05450	IMI 58		
N05458	IMI 58		
N05463	IMI 58		
N20004	IMI 58		
N20028	IMI 58		
N20038	IMI 58		
N20044	IMI 58		
N30023	IMI 58		
N95778	IMI 58		
N00538	IMI 59		
N05434	IMI 59		
N00328	IMI 59		
N03585	IMI 59		
N05184	IMI 59		
N05192	IMI 59		
N05202	IMI 59		
N05204	IMI 59		
N05207	IMI 59		
N05211	IMI 59		
N05235	IMI 59		
N05237	IMI 59		
N05239	IMI 59		
N05259	IMI 59		
N05275	IMI 59		
N05299	IMI 59		
N05306	IMI 59		
N05310	IMI 59		
N05341	IMI 59		
N05396	IMI 59		
N05427	IMI 59		
N05444	IMI 59		
N05451	IMI 59		
N05467	IMI 59		
N05469	IMI 59		
N20033	IMI 59		
N20045	IMI 59		
N20052	IMI 59		
N95718	IMI 59		
N95755	IMI 59		
N30006	LMI 43		
N95729	LMI 43		
N95731	LMI 43		
N95748	LMI 43		
N03155	LMI 43		
N05459	CPN 73		
N20005	CPN 73		
N20042	CPN 73		
N20052	CPN 73		
N30010	CPN 73		
N95719	CPN 73		
N95781	CPN 73		
N95788	CPN 73		
N99979	CPN 73		
NI8880	CPN 73		
N30004	IMI 51		
N30005	IMI 51		
N30006	IMI 51		
N95732	IMI 51		
N03156	IMI 51		
N05175	IMI 51		
N05260	IMI 51		
N00328	IMI 51		
N00329	IMI 51		
N01138	IMI 51		
N03588	IMI 51		
N05227	IMI 51		
N05242	IMI 51		
N05250	IMI 51		
N05254	IMI 51		
N05293	IMI 51		
N05294	IMI 51		
N05303	IMI 51		
N05307	IMI 51		
N05371	IMI 51		
N05403	IMI 51		
N05440	IMI 51		
N05447	IMI 51		
N05466	IMI 51		
N10458	IMI 51		
N10467	IMI 51		
N10485	IMI 51		
N20002	IMI 51		
N20018	IMI 51		
N20032	IMI 51		
N20042	IMI 51		
N30024	IMI 51		
N05161	IMI 52		
N05162	IMI 52		
N05408	IMI 52		
ALD001	IMI 52		
N03566	IMI 52		
N03587	IMI 52		
N03590	IMI 52		
N05208	IMI 52		
N05209	IMI 52		
N05229	IMI 52		
N05235	IMI 52		
N05241	IMI 52		
N05265	IMI 52		
N05267	IMI 52		
N05274	IMI 52		
N05277	IMI 52		
N05292	IMI 52		
N05313	IMI 52		
N05315	IMI 52		
N05316	IMI 52		
N05317	IMI 52		
N05364	IMI 52		
N05365	IMI 52		
N05412	IMI 52		
N05455	IMI 52		
N05466	IMI 52		
N05471	IMI 52		
N10452	IMI 52		
N10469	IMI 52		
N10492	IMI 52		
N11181	IMI 52		
N11182	IMI 52		
N30018	IMI 52		
N95720	IMI 52		
N95724	IMI 52		
N95753	IMI 52		
N05170	IMI 53		
N05172	IMI 53		
ALD005	IMI 53		
N00299	IMI 53		
N00329	IMI 53		
N05171	IMI 53		
N05231	IMI 53		
N05235	IMI 53		
N05310	IMI 53		
N05314	IMI 53		
N05325	IMI 53		
N05355	IMI 53		
N05376	IMI 53		
N05395	IMI 53		
N05415	IMI 53		
N05419	IMI 53		
N05449	IMI 53		
N10467	IMI 53		
N10488	IMI 53		
N20001	IMI 53		
N20022	IMI 53		
N20026	IMI 53		
N20027	IMI 53		
N20049	IMI 53		
N20053	IMI 53		
N99976	IMI 53		
N03157	IMI 54		
N03167	IMI 54		
N03171	IMI 54		
N05178	IMI 54		
S00001	IMI 54		
ALD005	IMI 54		
N00299	IMI 54		
N00328	IMI 54		
N05190	IMI 54		
N05223	IMI 54		
N05238	IMI 54		
N05239	IMI 54		
N05249	IMI 54		
N05254	IMI 54		
N05258	IMI 54		
N05268	IMI 54		
N05282	IMI 54		
N05298	IMI 54		
N05316	IMI 54		
N05318	IMI 54		
N05321	IMI 54		
N05371	IMI 54		
N05377	IMI 54		
N05378	IMI 54		
N05383	IMI 54		
N05384	IMI 54		
N05403	IMI 54		
N05411	IMI 54		
N05445	IMI 54		
N05471	IMI 54		
N10490	IMI 54		
N20009	IMI 54		
N20048	IMI 54		
N30024	IMI 54		
N30025	IMI 54		
N95755	IMI 54		
N95761	IMI 54		
N05169	IMI 55		
N05171	IMI 55		
N05207	IMI 55		
N05211	IMI 55		
N05213	IMI 55		
N05218	IMI 55		
N05229	IMI 55		
N05241	IMI 55		
N05252	IMI 55		
N05255	IMI 55		
N05256	IMI 55		
N05264	IMI 55		
N05269	IMI 55		
N05286	IMI 55		
N05287	IMI 55		
N05308	IMI 55		
N05318	IMI 55		
N05323	IMI 55		
N05334	IMI 55		
N05373	IMI 55		
N05374	IMI 55		
N10488	IMI 55		
N10490	IMI 55		
N20004	IMI 55		
N20008	IMI 55		
N20030	IMI 55		
N20042	IMI 55		
N95723	IMI 55		
N95726	IMI 55		
N95759	IMI 55		
N95768	IMI 55		
N95769	IMI 55		
N99930	IMI 55		
N99990	IMI 55		
N03163	IMI 56		
N03166	IMI 56		
N00298	IMI 56		
N03159	IMI 56		
N05193	IMI 56		
N05215	IMI 56		
N05240	IMI 56		
N05247	IMI 56		
N05249	IMI 56		
N05257	IMI 56		
N05286	IMI 56		
N05294	IMI 56		
N05297	IMI 56		
N05310	IMI 56		
N05335	IMI 56		
N05341	IMI 56		
N05364	IMI 56		
N05378	IMI 56		
N05382	IMI 56		
N05387	IMI 56		
N05388	IMI 56		
N05427	IMI 56		
N05450	IMI 56		
N05453	IMI 56		
N05455	IMI 56		
N10488	IMI 56		
N10494	IMI 56		
N20032	IMI 56		
N20034	IMI 56		
N20048	IMI 56		
N95774	IMI 56		
N95779	IMI 56		
N99930	IMI 56		
N03163	IMI 57		
N05168	IMI 57		
N05176	IMI 57		
N05436	IMI 57		
N00298	IMI 57		
N00327	IMI 57		
N00420	IMI 57		
N05194	IMI 57		
N05219	IMI 57		
N05237	IMI 57		
N05245	IMI 57		
N05246	IMI 57		
N05255	IMI 57		
N05271	IMI 57		
N05284	IMI 57		
N05285	IMI 57		
N05293	IMI 57		
N05320	IMI 57		
N05330	IMI 57		
N05375	IMI 57		
N05440	IMI 57		
N05442	IMI 57		
N05452	IMI 57		
N10468	IMI 57		
N10482	IMI 57		
N20023	IMI 57		
N95718	IMI 57		
N95762	IMI 57		
N03166	IMI 58		
N03174	IMI 58		
N05434	IMI 58		
N00482	IMI 58		
N03589	IMI 58		
N05185	IMI 58		
N05187	IMI 58		
N05192	IMI 58		
N05200	IMI 58		
N05202	IMI 58		
N05294	IMI 58		
N05297	IMI 58		
N05324	IMI 58		
N05328	IMI 58		
N05430	IMI 58		
N05444	IMI 58		
N05453	IMI 58		
N10494	IMI 58		
N20006	IMI 58		
N20015	IMI 58		
N95721	IMI 58		
N95761	IMI 58		
N05367	IMI 59		
N03165	IMI 59		
N05169	IMI 59		
N05200	IMI 59		
N05206	IMI 59		
N05224	IMI 59		
N05276	IMI 59		
N05277	IMI 59		
N05294	IMI 59		
N05295	IMI 59		
N05297	IMI 59		
N05324	IMI 59		
N05332	IMI 59		
N05346	IMI 59		
N05351	IMI 59		
N05359	IMI 59		
N05365	IMI 59		
N05409	IMI 59		
N05418	IMI 59		
N05423	IMI 59		
N05425	IMI 59		
N05462	IMI 59		
N20018	IMI 59		
N20048	IMI 59		
N20055	IMI 59		
N30025	IMI 59		
N95720	IMI 59		
N95760	IMI 59		
IOT001	LMI 43		
N30001	LMI 43		
N95743	LMI 43		
N95788	LMI 48		
N05458	CPN 73		
N10452	CPN 73		
N10494	CPN 73		
N10769	CPN 73		
N20026	CPN 73		
N20033	CPN 73		
N30015	CPN 73		
N30022	CPN 73		
N30025	CPN 73		
N99997	CPN 73		
N95743	IMI 51		
N95754	IMI 51		
N95771	IMI 51		
N05166	IMI 51		
N05168	IMI 51		
N05436	IMI 51		
ALD001	IMI 51		
N00204	IMI 51		
N00299	IMI 51		
N05167	IMI 51		
N05226	IMI 51		
N05229	IMI 51		
N05248	IMI 51		
N05282	IMI 51		
N05283	IMI 51		
N05286	IMI 51		
N05298	IMI 51		
N05314	IMI 51		
N05354	IMI 51		
N05357	IMI 51		
N05391	IMI 51		
N05410	IMI 51		
N05423	IMI 51		
N05433	IMI 51		
N05445	IMI 51		
N05451	IMI 51		
N10471	IMI 51		
N20026	IMI 51		
N95721	IMI 51		
N95755	IMI 51		
N95779	IMI 51		
N99997	IMI 51		
N00419	IMI 52		
N03168	IMI 52		
N05180	IMI 52		
N03159	IMI 52		
N03588	IMI 52		
N05188	IMI 52		
N05222	IMI 52		
N05224	IMI 52		
N05269	IMI 52		
N05283	IMI 52		
N05344	IMI 52		
N05354	IMI 52		
N05372	IMI 52		
N05373	IMI 52		
N05374	IMI 52		
N05375	IMI 52		
N05432	IMI 52		
N05433	IMI 52		
N05446	IMI 52		
N05464	IMI 52		
N10488	IMI 52		
N10769	IMI 52		
N20016	IMI 52		
N30014	IMI 52		
N30024	IMI 52		
N30025	IMI 52		
N95768	IMI 52		
NI8880	IMI 52		
N03157	IMI 53		
N03162	IMI 53		
N05183	IMI 53		
N03164	IMI 53		
N03589	IMI 53		
N05208	IMI 53		
N05234	IMI 53		
N05242	IMI 53		
N05245	IMI 53		
N05247	IMI 53		
N05269	IMI 53		
N05272	IMI 53		
N05297	IMI 53		
N05337	IMI 53		
N05348	IMI 53		
N05357	IMI 53		
N05384	IMI 53		
N05388	IMI 53		
N05397	IMI 53		
N05398	IMI 53		
N05410	IMI 53		
N05424	IMI 53		
N05445	IMI 53		
N05447	IMI 53		
N05467	IMI 53		
N05468	IMI 53		
N10458	IMI 53		
N10470	IMI 53		
N10478	IMI 53		
N10499	IMI 53		
N20052	IMI 53		
N95726	IMI 53		
N95756	IMI 53		
N95779	IMI 53		
N99930	IMI 53		
N05368	IMI 54		
N00746	IMI 54		
N03158	IMI 54		
N03161	IMI 54		
N03173	IMI 54		
N05186	IMI 54		
N05229	IMI 54		
N05230	IMI 54		
N05248	IMI 54		
N05250	IMI 54		
N05256	IMI 54		
N05259	IMI 54		
N05288	IMI 54		
N05331	IMI 54		
N05332	IMI 54		
N05352	IMI 54		
N05360	IMI 54		
N05374	IMI 54		
N05389	IMI 54		
N05392	IMI 54		
N05404	IMI 54		
N05406	IMI 54		
N20000	IMI 54		
N20005	IMI 54		
N20016	IMI 54		
N30010	IMI 54		
N95767	IMI 54		
N95772	IMI 54		
N95774	IMI 54		
N00419	IMI 55		
N03586	IMI 55		
N05164	IMI 55		
N00484	IMI 55		
N03159	IMI 55		
N05232	IMI 55		
N05251	IMI 55		
N05292	IMI 55		
N05296	IMI 55		
N05362	IMI 55		
N05372	IMI 55		
N05376	IMI 55		
N05384	IMI 55		
N05388	IMI 55		
N05402	IMI 55		
N05418	IMI 55		
N05433	IMI 55		
N05467	IMI 55		
N10451	IMI 55		
N10483	IMI 55		
N10494	IMI 55		
N20001	IMI 55		
N20035	IMI 55		
N95721	IMI 55		
N95767	IMI 55		
N00538	IMI 56		
N03156	IMI 56		
N01141	IMI 56		
N03161	IMI 56		
N05218	IMI 56		
N05234	IMI 56		
N05235	IMI 56		
N05253	IMI 56		
N05273	IMI 56		
N05276	IMI 56		
N05289	IMI 56		
N05308	IMI 56		
N05322	IMI 56		
N05323	IMI 56		
N05338	IMI 56		
N05344	IMI 56		
N05373	IMI 56		
N05384	IMI 56		
N05410	IMI 56		
N05411	IMI 56		
N05432	IMI 56		
N05437	IMI 56		
N05449	IMI 56		
N11181	IMI 56		
N20044	IMI 56		
N20053	IMI 56		
N30018	IMI 56		
N30022	IMI 56		
N95753	IMI 56		
N95755	IMI 56		
N95762	IMI 56		
N95764	IMI 56		
N00419	IMI 57		
N03586	IMI 57		
N05182	IMI 57		
N05183	IMI 57		
N05435	IMI 57		
S00001	IMI 57		
ALD001	IMI 57		
N00297	IMI 57		
N00482	IMI 57		
N00496	IMI 57		
N03172	IMI 57		
N05173	IMI 57		
N05201	IMI 57		
N05222	IMI 57		
N05227	IMI 57		
N05250	IMI 57		
N05288	IMI 57		
N05308	IMI 57		
N05317	IMI 57		
N05319	IMI 57		
N05328	IMI 57		
N05345	IMI 57		
N05357	IMI 57		
N05370	IMI 57		
N05405	IMI 57		
N10789	IMI 57		
N20018	IMI 57		
N20039	IMI 57		
N20043	IMI 57		
N20049	IMI 57		
N20053	IMI 57		
N30011	IMI 57		
N95722	IMI 57		
N95761	IMI 57		
N95764	IMI 57		
N95773	IMI 57		
N95782	IMI 57		
N03163	IMI 58		
N05176	IMI 58		
N05261	IMI 58		
N05408	IMI 58		
N01138	IMI 58		
N03172	IMI 58		
N05188	IMI 58		
N05194	IMI 58		
N05216	IMI 58		
N05249	IMI 58		
N05254	IMI 58		
N05256	IMI 58		
N05274	IMI 58		
N05285	IMI 58		
N05302	IMI 58		
N05316	IMI 58		
N05346	IMI 58		
N05403	IMI 58		
N05407	IMI 58		
N05423	IMI 58		
N05456	IMI 58		
N05462	IMI 58		
N05467	IMI 58		
N10458	IMI 58		
N10468	IMI 58		
N10471	IMI 58		
N20014	IMI 58		
N20023	IMI 58		
N20052	IMI 58		
N20054	IMI 58		
N95773	IMI 58		
N99930	IMI 58		
N05165	IMI 59		
N05435	IMI 59		
ALD001	IMI 59		
N03584	IMI 59		
N05250	IMI 59		
N05273	IMI 59		
N05289	IMI 59		
N05320	IMI 59		
N05325	IMI 59		
N05331	IMI 59		
N05382	IMI 59		
N05389	IMI 59		
N05393	IMI 59		
N05419	IMI 59		
N05443	IMI 59		
N05446	IMI 59		
N05449	IMI 59		
N05454	IMI 59		
N05463	IMI 59		
N05466	IMI 59		
N10489	IMI 59		
N11181	IMI 59		
N20015	IMI 59		
N20028	IMI 59		
N20035	IMI 59		
N30016	IMI 59		
N95757	IMI 59		
N95770	IMI 59		
N95788	IMI 59		
N95728	LMI 43		
N95742	LMI 43		
N95775	LMI 43		
N95783	LMI 43		
N95787	LMI 43		
N20021	CPN 73		
N20028	CPN 73		
N20036	CPN 73		
N20044	CPN 73		
N30024	CPN 73		
N95718	CPN 73		
N95757	CPN 73		
N95774	CPN 73		
N95728	IMI 51		
N95729	IMI 51		
N95731	IMI 51		
N95735	IMI 51		
N95742	IMI 51		
N95766	IMI 51		
N03168	IMI 51		
N05176	IMI 51		
N05177	IMI 51		
N00205	IMI 51		
N01141	IMI 51		
N03159	IMI 51		
N03161	IMI 51		
N03585	IMI 51		
N03587	IMI 51		
N05184	IMI 51		
N05191	IMI 51		
N05194	IMI 51		
N05210	IMI 51		
N05222	IMI 51		
N05246	IMI 51		
N05255	IMI 51		
N05278	IMI 51		
N05297	IMI 51		
N05299	IMI 51		
N05308	IMI 51		
N05325	IMI 51		
N05343	IMI 51		
N05384	IMI 51		
N05401	IMI 51		
N05417	IMI 51		
N05428	IMI 51		
N05430	IMI 51		
N05452	IMI 51		
N05454	IMI 51		
N05455	IMI 51		
N05464	IMI 51		
N20015	IMI 51		
N20017	IMI 51		
N20027	IMI 51		
N20035	IMI 51		
N20039	IMI 51		
N30015	IMI 51		
N95784	IMI 51		
N05176	IMI 52		
N05434	IMI 52		
N01139	IMI 52		
N03165	IMI 52		
N05213	IMI 52		
N05243	IMI 52		
N05289	IMI 52		
N05293	IMI 52		
N05305	IMI 52		
N05336	IMI 52		
N05366	IMI 52		
N05370	IMI 52		
N05391	IMI 52		
N05395	IMI 52		
N05402	IMI 52		
N05429	IMI 52		
N05440	IMI 52		
N05443	IMI 52		
N10467	IMI 52		
N10468	IMI 52		
N10485	IMI 52		
N10789	IMI 52		
N20005	IMI 52		
N20017	IMI 52		
N20019	IMI 52		
N20049	IMI 52		
N20050	IMI 52		
N95721	IMI 52		
N05180	IMI 53		
N05262	IMI 53		
N05435	IMI 53		
N00482	IMI 53		
N05167	IMI 53		
N05189	IMI 53		
N05192	IMI 53		
N05199	IMI 53		
N05205	IMI 53		
N05207	IMI 53		
N05213	IMI 53		
N05214	IMI 53		
N05223	IMI 53		
N05330	IMI 53		
N05378	IMI 53		
N05425	IMI 53		
N05431	IMI 53		
N05440	IMI 53		
N05450	IMI 53		
N05464	IMI 53		
N20016	IMI 53		
N20024	IMI 53		
N20036	IMI 53		
N20050	IMI 53		
N30025	IMI 53		
N95718	IMI 53		
N95725	IMI 53		
N95761	IMI 53		
N95768	IMI 53		
N95770	IMI 53		
N95788	IMI 53		
N03162	IMI 54		
N05174	IMI 54		
N05434	IMI 54		
N00204	IMI 54		
N01138	IMI 54		
N03585	IMI 54		
N03589	IMI 54		
N05169	IMI 54		
N05205	IMI 54		
N05214	IMI 54		
N05218	IMI 54		
N05231	IMI 54		
N05242	IMI 54		
N05245	IMI 54		
N05265	IMI 54		
N05279	IMI 54		
N05323	IMI 54		
N05375	IMI 54		
N05381	IMI 54		
N05388	IMI 54		
N05407	IMI 54		
N05437	IMI 54		
N05444	IMI 54		
N05462	IMI 54		
N05468	IMI 54		
N10469	IMI 54		
N10789	IMI 54		
N20008	IMI 54		
N05174	IMI 55		
N05179	IMI 55		
N05182	IMI 55		
N00299	IMI 55		
N00328	IMI 55		
N00420	IMI 55		
N01139	IMI 55		
N01141	IMI 55		
N05186	IMI 55		
N05191	IMI 55		
N05193	IMI 55		
N05203	IMI 55		
N05204	IMI 55		
N05215	IMI 55		
N05221	IMI 55		
N05253	IMI 55		
N05344	IMI 55		
N05389	IMI 55		
N05391	IMI 55		
N05405	IMI 55		
N05419	IMI 55		
N05429	IMI 55		
N05464	IMI 55		
N10491	IMI 55		
N20015	IMI 55		
N20034	IMI 55		
N95720	IMI 55		
N95724	IMI 55		
N95755	IMI 55		
N95772	IMI 55		
N95792	IMI 55		
N99979	IMI 55		
N05162	IMI 56		
N05168	IMI 56		
N05181	IMI 56		
N05436	IMI 56		
S00001	IMI 56		
N00483	IMI 56		
N00664	IMI 56		
N03587	IMI 56		
N05163	IMI 56		
N05199	IMI 56		
N05241	IMI 56		
N05243	IMI 56		
N05252	IMI 56		
N05272	IMI 56		
N05302	IMI 56		
N05307	IMI 56		
N05317	IMI 56		
N05324	IMI 56		
N05327	IMI 56		
N05336	IMI 56		
N05337	IMI 56		
N05357	IMI 56		
N05396	IMI 56		
N05400	IMI 56		
N05459	IMI 56		
N05469	IMI 56		
N10485	IMI 56		
N10493	IMI 56		
N20009	IMI 56		
N20018	IMI 56		
N20031	IMI 56		
N20037	IMI 56		
N30015	IMI 56		
N95778	IMI 56		
N95781	IMI 56		
N05178	IMI 57		
N05434	IMI 57		
N03165	IMI 57		
N05167	IMI 57		
N05184	IMI 57		
N05189	IMI 57		
N05192	IMI 57		
N05208	IMI 57		
N05210	IMI 57		
N05221	IMI 57		
N05229	IMI 57		
N05249	IMI 57		
N05265	IMI 57		
N05269	IMI 57		
N05282	IMI 57		
N05292	IMI 57		
N05315	IMI 57		
N05316	IMI 57		
N05334	IMI 57		
N05336	IMI 57		
N05338	IMI 57		
N05344	IMI 57		
N05356	IMI 57		
N05362	IMI 57		
N05373	IMI 57		
N05389	IMI 57		
N05410	IMI 57		
N05441	IMI 57		
N05450	IMI 57		
N10488	IMI 57		
N20004	IMI 57		
N20017	IMI 57		
N20027	IMI 57		
N30009	IMI 57		
N30015	IMI 57		
N95772	IMI 57		
N99931	IMI 57		
N00419	IMI 58		
N03171	IMI 58		
N05164	IMI 58		
N05177	IMI 58		
N05178	IMI 58		
N00297	IMI 58		
N00299	IMI 58		
N03590	IMI 58		
N05193	IMI 58		
N05230	IMI 58		
N05248	IMI 58		
N05271	IMI 58		
N05318	IMI 58		
N05326	IMI 58		
N05339	IMI 58		
N05344	IMI 58		
N05349	IMI 58		
N05371	IMI 58		
N05387	IMI 58		
