cuie	codigo	usuario	fecha_carga
N05181	RPE 91		
N03164	RPE 91		
N05207	RPE 91		
N05208	RPE 91		
N05231	RPE 91		
N05239	RPE 91		
N05240	RPE 91		
N05244	RPE 91		
N05254	RPE 91		
N05317	RPE 91		
N05338	RPE 91		
N05352	RPE 91		
N05361	RPE 91		
N05406	RPE 91		
N05420	RPE 91		
N05451	RPE 91		
N05454	RPE 91		
N05462	RPE 91		
N10471	RPE 91		
N20014	RPE 91		
N20015	RPE 91		
N20026	RPE 91		
N20045	RPE 91		
N30015	RPE 91		
N95719	RPE 91		
N95756	RPE 91		
N95784	RPE 91		
N95788	RPE 91		
N03156	RPE 92		
N05181	RPE 92		
N05368	RPE 92		
N05169	RPE 92		
N05197	RPE 92		
N05236	RPE 92		
N05252	RPE 92		
N05265	RPE 92		
N05272	RPE 92		
N05330	RPE 92		
N05340	RPE 92		
N05343	RPE 92		
N05414	RPE 92		
N05443	RPE 92		
N05460	RPE 92		
N10458	RPE 92		
N11182	RPE 92		
N20002	RPE 92		
N20028	RPE 92		
N20052	RPE 92		
N20053	RPE 92		
N30017	RPE 92		
N95753	RPE 92		
N95759	RPE 92		
N95772	RPE 92		
N99931	RPE 92		
N03154	RPE 93		
N05178	RPE 93		
N05261	RPE 93		
N00297	RPE 93		
N00299	RPE 93		
N03165	RPE 93		
N05201	RPE 93		
N05232	RPE 93		
N05250	RPE 93		
N05263	RPE 93		
N05291	RPE 93		
N05330	RPE 93		
N05417	RPE 93		
N05426	RPE 93		
N05453	RPE 93		
N05455	RPE 93		
N05456	RPE 93		
N10452	RPE 93		
N20032	RPE 93		
N20046	RPE 93		
N95755	RPE 93		
N95769	RPE 93		
N95778	RPE 93		
N95792	RPE 93		
N99931	RPE 93		
N03169	RPE 94		
N05161	RPE 94		
N05168	RPE 94		
N00328	RPE 94		
N03585	RPE 94		
N05163	RPE 94		
N05205	RPE 94		
N05212	RPE 94		
N05219	RPE 94		
N05228	RPE 94		
N05238	RPE 94		
N05263	RPE 94		
N05264	RPE 94		
N05307	RPE 94		
N05334	RPE 94		
N05336	RPE 94		
N05400	RPE 94		
N05425	RPE 94		
N10458	RPE 94		
N20005	RPE 94		
N30019	RPE 94		
N95774	RPE 94		
N95788	RPE 94		
N03170	RPU 83		
N05182	RPU 83		
N05261	RPU 83		
ALD001	RPU 83		
N03172	RPU 83		
N03590	RPU 83		
N05203	RPU 83		
N05219	RPU 83		
N05243	RPU 83		
N05246	RPU 83		
N05270	RPU 83		
N05286	RPU 83		
N05318	RPU 83		
N05326	RPU 83		
N05328	RPU 83		
N05329	RPU 83		
N05334	RPU 83		
N05388	RPU 83		
N05403	RPU 83		
N05418	RPU 83		
N05446	RPU 83		
N05466	RPU 83		
N20021	RPU 83		
N20023	RPU 83		
N20033	RPU 83		
N30013	RPU 83		
N95753	RPU 83		
N95756	RPU 83		
N95782	RPU 83		
N05162	RPU 84		
N00329	RPU 84		
N00482	RPU 84		
N00664	RPU 84		
N01148	RPU 84		
N03165	RPU 84		
N03590	RPU 84		
N05187	RPU 84		
N05195	RPU 84		
N05245	RPU 84		
N05286	RPU 84		
N05293	RPU 84		
N05295	RPU 84		
N05317	RPU 84		
N05332	RPU 84		
N05395	RPU 84		
N05406	RPU 84		
N05423	RPU 84		
N05431	RPU 84		
N05443	RPU 84		
N05462	RPU 84		
N10469	RPU 84		
N10488	RPU 84		
N20014	RPU 84		
N20016	RPU 84		
N30019	RPU 84		
N00419	RPU 85		
N00538	RPU 85		
N03157	RPU 85		
N05175	RPU 85		
N05261	RPU 85		
N00205	RPU 85		
N01139	RPU 85		
N05184	RPU 85		
N05192	RPU 85		
N05202	RPU 85		
N05205	RPU 85		
N05213	RPU 85		
N05222	RPU 85		
N05227	RPU 85		
N05240	RPU 85		
N05247	RPU 85		
N05213	RPE 88		
N05216	RPE 88		
N05226	RPE 88		
N05229	RPE 88		
N05264	RPE 88		
N05269	RPE 88		
N05281	RPE 88		
N05287	RPE 88		
N05293	RPE 88		
N05295	RPE 88		
N05324	RPE 88		
N05348	RPE 88		
N05357	RPE 88		
N05371	RPE 88		
N05392	RPE 88		
N05429	RPE 88		
N05439	RPE 88		
N11182	RPE 88		
N20009	RPE 88		
N20016	RPE 88		
N20030	RPE 88		
N20033	RPE 88		
N20036	RPE 88		
N20052	RPE 88		
N95768	RPE 88		
N03174	RPE 89		
N05177	RPE 89		
N00205	RPE 89		
N01138	RPE 89		
N03173	RPE 89		
N05173	RPE 89		
N05197	RPE 89		
N05203	RPE 89		
N05208	RPE 89		
N05277	RPE 89		
N05292	RPE 89		
N05297	RPE 89		
N05314	RPE 89		
N05315	RPE 89		
N05321	RPE 89		
N05334	RPE 89		
N05337	RPE 89		
N05341	RPE 89		
N05348	RPE 89		
N05365	RPE 89		
N05384	RPE 89		
N05389	RPE 89		
N05398	RPE 89		
N05419	RPE 89		
N05442	RPE 89		
N10452	RPE 89		
N10471	RPE 89		
N10478	RPE 89		
N20036	RPE 89		
N20050	RPE 89		
N20052	RPE 89		
N20055	RPE 89		
N95779	RPE 89		
N99931	RPE 89		
N00538	RPE 90		
N03162	RPE 90		
N03167	RPE 90		
N03168	RPE 90		
S00001	RPE 90		
ALD001	RPE 90		
N00328	RPE 90		
N03173	RPE 90		
N05198	RPE 90		
N05206	RPE 90		
N05214	RPE 90		
N05231	RPE 90		
N05240	RPE 90		
N05272	RPE 90		
N05277	RPE 90		
N05278	RPE 90		
N05336	RPE 90		
N05372	RPE 90		
N05373	RPE 90		
N05376	RPE 90		
N05403	RPE 90		
N05414	RPE 90		
N05415	RPE 90		
N05460	RPE 90		
N11182	RPE 90		
N20027	RPE 90		
N20044	RPE 90		
N30010	RPE 90		
N95752	RPE 90		
N03170	RPE 91		
N05434	RPE 91		
N00664	RPE 91		
N05205	RPE 91		
N05224	RPE 91		
N05229	RPE 91		
N05250	RPE 91		
N05265	RPE 91		
N05272	RPE 91		
N05282	RPE 91		
N05318	RPE 91		
N05350	RPE 91		
N05355	RPE 91		
N05371	RPE 91		
N05378	RPE 91		
N05438	RPE 91		
N05445	RPE 91		
N05455	RPE 91		
N05458	RPE 91		
N10469	RPE 91		
N20002	RPE 91		
N20008	RPE 91		
N20009	RPE 91		
N20018	RPE 91		
N95782	RPE 91		
N03169	RPE 92		
N03586	RPE 92		
N05161	RPE 92		
N05164	RPE 92		
N05168	RPE 92		
N00664	RPE 92		
N05199	RPE 92		
N05202	RPE 92		
N05206	RPE 92		
N05209	RPE 92		
N05214	RPE 92		
N05253	RPE 92		
N05254	RPE 92		
N05263	RPE 92		
N05317	RPE 92		
N05329	RPE 92		
N05354	RPE 92		
N05357	RPE 92		
N05419	RPE 92		
N05427	RPE 92		
N05437	RPE 92		
N05445	RPE 92		
N20030	RPE 92		
N20037	RPE 92		
N20039	RPE 92		
N30010	RPE 92		
N95774	RPE 92		
N99932	RPE 92		
N05164	RPE 93		
N00484	RPE 93		
N03158	RPE 93		
N05173	RPE 93		
N05192	RPE 93		
N05248	RPE 93		
N05258	RPE 93		
N05280	RPE 93		
N05335	RPE 93		
N05373	RPE 93		
N05374	RPE 93		
N05375	RPE 93		
N05379	RPE 93		
N05400	RPE 93		
N05411	RPE 93		
N05414	RPE 93		
N05423	RPE 93		
N05445	RPE 93		
N10468	RPE 93		
N20005	RPE 93		
N20027	RPE 93		
N20041	RPE 93		
N20047	RPE 93		
N30015	RPE 93		
N95753	RPE 93		
N05162	RPE 94		
N05166	RPE 94		
N05175	RPE 94		
N05194	RPE 94		
N05259	RPE 94		
N05272	RPE 94		
N05275	RPE 94		
N05289	RPE 94		
N05297	RPE 94		
N05305	RPE 94		
N05314	RPE 94		
N05351	RPE 94		
N05377	RPE 94		
N05398	RPE 94		
N05405	RPE 94		
N10451	RPE 94		
N10468	RPE 94		
N10478	RPE 94		
N20000	RPE 94		
N20012	RPE 94		
N20028	RPE 94		
N20030	RPE 94		
N20031	RPE 94		
N20035	RPE 94		
N20041	RPE 94		
N30018	RPE 94		
N30022	RPE 94		
N95724	RPE 94		
N99976	RPE 94		
N03157	RPU 83		
N05164	RPU 83		
N05180	RPU 83		
N00420	RPU 83		
N03587	RPU 83		
N05169	RPU 83		
N05229	RPU 83		
N05241	RPU 83		
N05257	RPU 83		
N05273	RPU 83		
N05345	RPU 83		
N05374	RPU 83		
N05470	RPU 83		
N10478	RPU 83		
N10490	RPU 83		
N20012	RPU 83		
N20018	RPU 83		
N30017	RPU 83		
N30018	RPU 83		
N95768	RPU 83		
N95769	RPU 83		
N03156	RPU 84		
N05408	RPU 84		
N00483	RPU 84		
N01141	RPU 84		
N05169	RPU 84		
N05202	RPU 84		
N05216	RPU 84		
N05259	RPU 84		
N05282	RPU 84		
N05283	RPU 84		
N05300	RPU 84		
N05314	RPU 84		
N05319	RPU 84		
N05327	RPU 84		
N05347	RPU 84		
N05357	RPU 84		
N05446	RPU 84		
N20027	RPU 84		
N20041	RPU 84		
N20042	RPU 84		
N20045	RPU 84		
N20046	RPU 84		
N30010	RPU 84		
N95723	RPU 84		
N95726	RPU 84		
N95778	RPU 84		
N03169	RPU 85		
N05170	RPU 85		
N05434	RPU 85		
N05187	RPU 85		
N05200	RPU 85		
N05223	RPU 85		
N05226	RPU 85		
N05232	RPU 85		
N05241	RPU 85		
N05251	RPU 85		
N05223	RPE 88		
N05230	RPE 88		
N05232	RPE 88		
N05252	RPE 88		
N05303	RPE 88		
N05339	RPE 88		
N05398	RPE 88		
N05403	RPE 88		
N05407	RPE 88		
N05410	RPE 88		
N05437	RPE 88		
N05460	RPE 88		
N05466	RPE 88		
N05471	RPE 88		
N10482	RPE 88		
N10492	RPE 88		
N10769	RPE 88		
N20035	RPE 88		
N20043	RPE 88		
N95718	RPE 88		
N03162	RPE 89		
N03170	RPE 89		
N05174	RPE 89		
N05194	RPE 89		
N05217	RPE 89		
N05218	RPE 89		
N05222	RPE 89		
N05250	RPE 89		
N05254	RPE 89		
N05287	RPE 89		
N05324	RPE 89		
N05349	RPE 89		
N05354	RPE 89		
N05396	RPE 89		
N05444	RPE 89		
N05462	RPE 89		
N10451	RPE 89		
N10468	RPE 89		
N10483	RPE 89		
N20009	RPE 89		
N20018	RPE 89		
N20035	RPE 89		
N20044	RPE 89		
N95724	RPE 89		
N95759	RPE 89		
N03155	RPE 90		
N03157	RPE 90		
N05164	RPE 90		
N00483	RPE 90		
N03159	RPE 90		
N03165	RPE 90		
N05186	RPE 90		
N05189	RPE 90		
N05250	RPE 90		
N05273	RPE 90		
N05304	RPE 90		
N05305	RPE 90		
N05329	RPE 90		
N05357	RPE 90		
N05364	RPE 90		
N05366	RPE 90		
N05396	RPE 90		
N05419	RPE 90		
N05422	RPE 90		
N05423	RPE 90		
N05437	RPE 90		
N20024	RPE 90		
N20046	RPE 90		
N30024	RPE 90		
N95720	RPE 90		
N95724	RPE 90		
N95753	RPE 90		
N95788	RPE 90		
N03168	RPE 91		
N05161	RPE 91		
N05165	RPE 91		
N05166	RPE 91		
N05170	RPE 91		
N05183	RPE 91		
N03165	RPE 91		
N03584	RPE 91		
N05169	RPE 91		
N05199	RPE 91		
N05228	RPE 91		
N05242	RPE 91		
N05268	RPE 91		
N05299	RPE 91		
N05321	RPE 91		
N05351	RPE 91		
N05393	RPE 91		
N05411	RPE 91		
N05413	RPE 91		
N05423	RPE 91		
N05426	RPE 91		
N05443	RPE 91		
N10457	RPE 91		
N10458	RPE 91		
N10491	RPE 91		
N10492	RPE 91		
N10494	RPE 91		
N10769	RPE 91		
N10789	RPE 91		
N10853	RPE 91		
N20004	RPE 91		
N20016	RPE 91		
N20021	RPE 91		
N20046	RPE 91		
N95722	RPE 91		
N95759	RPE 91		
N99930	RPE 91		
N01145	RPE 92		
N03155	RPE 92		
N05166	RPE 92		
N05195	RPE 92		
N05226	RPE 92		
N05234	RPE 92		
N05245	RPE 92		
N05295	RPE 92		
N05296	RPE 92		
N05298	RPE 92		
N05312	RPE 92		
N05347	RPE 92		
N05351	RPE 92		
N05363	RPE 92		
N05366	RPE 92		
N05382	RPE 92		
N05392	RPE 92		
N05398	RPE 92		
N05400	RPE 92		
N05433	RPE 92		
N05450	RPE 92		
N10468	RPE 92		
N10470	RPE 92		
N10489	RPE 92		
N10490	RPE 92		
N20016	RPE 92		
N20023	RPE 92		
N30018	RPE 92		
N30022	RPE 92		
N95757	RPE 92		
N95768	RPE 92		
N03156	RPE 93		
N00327	RPE 93		
N05193	RPE 93		
N05199	RPE 93		
N05202	RPE 93		
N05205	RPE 93		
N05210	RPE 93		
N05226	RPE 93		
N05241	RPE 93		
N05293	RPE 93		
N05302	RPE 93		
N05306	RPE 93		
N05310	RPE 93		
N05312	RPE 93		
N05346	RPE 93		
N05370	RPE 93		
N05371	RPE 93		
N05384	RPE 93		
N05387	RPE 93		
N05392	RPE 93		
N05410	RPE 93		
N05415	RPE 93		
N05418	RPE 93		
N05431	RPE 93		
N05458	RPE 93		
N05466	RPE 93		
N05469	RPE 93		
N10466	RPE 93		
N10493	RPE 93		
N20011	RPE 93		
N20024	RPE 93		
N20034	RPE 93		
N95719	RPE 93		
N95774	RPE 93		
N05183	RPE 94		
N00483	RPE 94		
N03159	RPE 94		
N05169	RPE 94		
N05232	RPE 94		
N05256	RPE 94		
N05270	RPE 94		
N05317	RPE 94		
N05412	RPE 94		
N05419	RPE 94		
N05453	RPE 94		
N05464	RPE 94		
N10489	RPE 94		
N20007	RPE 94		
N95753	RPE 94		
N95767	RPE 94		
N95791	RPE 94		
N03154	RPU 83		
N05165	RPU 83		
N05170	RPU 83		
N05260	RPU 83		
N00746	RPU 83		
N03566	RPU 83		
N05214	RPU 83		
N05250	RPU 83		
N05274	RPU 83		
N05314	RPU 83		
N05335	RPU 83		
N05341	RPU 83		
N05352	RPU 83		
N05377	RPU 83		
N05406	RPU 83		
N05453	RPU 83		
N05455	RPU 83		
N05468	RPU 83		
N10469	RPU 83		
N10482	RPU 83		
N10488	RPU 83		
N10769	RPU 83		
N11181	RPU 83		
N20005	RPU 83		
N20006	RPU 83		
N30024	RPU 83		
N95721	RPU 83		
N95772	RPU 83		
N95781	RPU 83		
N03155	RPU 84		
N05172	RPU 84		
N05205	RPU 84		
N05209	RPU 84		
N05211	RPU 84		
N05227	RPU 84		
N05236	RPU 84		
N05255	RPU 84		
N05269	RPU 84		
N05281	RPU 84		
N05328	RPU 84		
N05359	RPU 84		
N05361	RPU 84		
N05366	RPU 84		
N05379	RPU 84		
N05396	RPU 84		
N05411	RPU 84		
N05413	RPU 84		
N05441	RPU 84		
N05454	RPU 84		
N10482	RPU 84		
N10485	RPU 84		
N10499	RPU 84		
N20017	RPU 84		
N20022	RPU 84		
N20031	RPU 84		
N20033	RPU 84		
N20037	RPU 84		
N95718	RPU 84		
N95724	RPU 84		
N95759	RPU 84		
N05367	RPU 85		
ALD005	RPU 85		
N03173	RPU 85		
N05167	RPU 85		
N05208	RPU 85		
N05216	RPU 85		
N05218	RPU 85		
N05219	RPU 85		
N05235	RPU 85		
N05193	RPE 88		
N05211	RPE 88		
N05228	RPE 88		
N05231	RPE 88		
N05286	RPE 88		
N05300	RPE 88		
N05302	RPE 88		
N05326	RPE 88		
N05331	RPE 88		
N05332	RPE 88		
N05345	RPE 88		
N05349	RPE 88		
N05358	RPE 88		
N05364	RPE 88		
N05382	RPE 88		
N05387	RPE 88		
N05445	RPE 88		
N05459	RPE 88		
N10478	RPE 88		
N10483	RPE 88		
N10494	RPE 88		
N20004	RPE 88		
N20021	RPE 88		
N20034	RPE 88		
N30013	RPE 88		
N30017	RPE 88		
N30018	RPE 88		
N30022	RPE 88		
N95767	RPE 88		
N99932	RPE 88		
N99997	RPE 88		
N03167	RPE 89		
N05181	RPE 89		
N00298	RPE 89		
N05186	RPE 89		
N05201	RPE 89		
N05204	RPE 89		
N05210	RPE 89		
N05215	RPE 89		
N05231	RPE 89		
N05251	RPE 89		
N05275	RPE 89		
N05303	RPE 89		
N05317	RPE 89		
N05318	RPE 89		
N05356	RPE 89		
N05379	RPE 89		
N05412	RPE 89		
N05423	RPE 89		
N05447	RPE 89		
N05454	RPE 89		
N10466	RPE 89		
N10491	RPE 89		
N10494	RPE 89		
N20010	RPE 89		
N20024	RPE 89		
N20028	RPE 89		
N20032	RPE 89		
N30011	RPE 89		
N30013	RPE 89		
N30017	RPE 89		
N30018	RPE 89		
N30025	RPE 89		
N95725	RPE 89		
N95726	RPE 89		
N95764	RPE 89		
N05170	RPE 90		
N05174	RPE 90		
N05261	RPE 90		
N01141	RPE 90		
N05163	RPE 90		
N05213	RPE 90		
N05224	RPE 90		
N05226	RPE 90		
N05264	RPE 90		
N05296	RPE 90		
N05297	RPE 90		
N05303	RPE 90		
N05306	RPE 90		
N05341	RPE 90		
N05351	RPE 90		
N05354	RPE 90		
N05356	RPE 90		
N05374	RPE 90		
N05395	RPE 90		
N05430	RPE 90		
N05444	RPE 90		
N05447	RPE 90		
N10493	RPE 90		
N20002	RPE 90		
N20004	RPE 90		
N20023	RPE 90		
N95725	RPE 90		
N95761	RPE 90		
N95762	RPE 90		
N95769	RPE 90		
N95770	RPE 90		
N95792	RPE 90		
NI8880	RPE 90		
N03169	RPE 91		
N05174	RPE 91		
N05179	RPE 91		
N05184	RPE 91		
N05213	RPE 91		
N05238	RPE 91		
N05263	RPE 91		
N05264	RPE 91		
N05266	RPE 91		
N05300	RPE 91		
N05345	RPE 91		
N05363	RPE 91		
N05374	RPE 91		
N05387	RPE 91		
N05398	RPE 91		
N05403	RPE 91		
N05424	RPE 91		
N05448	RPE 91		
N05452	RPE 91		
N05457	RPE 91		
N05467	RPE 91		
N05469	RPE 91		
N10483	RPE 91		
N20000	RPE 91		
N20001	RPE 91		
N20005	RPE 91		
N20024	RPE 91		
N20031	RPE 91		
N20035	RPE 91		
N95718	RPE 91		
N95725	RPE 91		
N95760	RPE 91		
N99932	RPE 91		
N99979	RPE 91		
N03162	RPE 92		
N05162	RPE 92		
N05170	RPE 92		
N05261	RPE 92		
N00298	RPE 92		
N05173	RPE 92		
N05186	RPE 92		
N05188	RPE 92		
N05191	RPE 92		
N05207	RPE 92		
N05223	RPE 92		
N05249	RPE 92		
N05269	RPE 92		
N05287	RPE 92		
N05305	RPE 92		
N05334	RPE 92		
N05375	RPE 92		
N05378	RPE 92		
N05383	RPE 92		
N05431	RPE 92		
N05463	RPE 92		
N20015	RPE 92		
N20031	RPE 92		
N30024	RPE 92		
N95725	RPE 92		
N95769	RPE 92		
N01145	RPE 93		
N03162	RPE 93		
N03169	RPE 93		
N05162	RPE 93		
N05168	RPE 93		
N05174	RPE 93		
N05180	RPE 93		
N00329	RPE 93		
N03587	RPE 93		
N05169	RPE 93		
N05184	RPE 93		
N05190	RPE 93		
N05206	RPE 93		
N05208	RPE 93		
N05218	RPE 93		
N05223	RPE 93		
N05231	RPE 93		
N05247	RPE 93		
N05279	RPE 93		
N05286	RPE 93		
N05328	RPE 93		
N05332	RPE 93		
N05372	RPE 93		
N05419	RPE 93		
N05424	RPE 93		
N05428	RPE 93		
N05432	RPE 93		
N05440	RPE 93		
N10499	RPE 93		
N20018	RPE 93		
N20035	RPE 93		
N20039	RPE 93		
N30014	RPE 93		
N30016	RPE 93		
N30023	RPE 93		
N95788	RPE 93		
N03158	RPE 94		
N05244	RPE 94		
N05246	RPE 94		
N05247	RPE 94		
N05266	RPE 94		
N05277	RPE 94		
N05294	RPE 94		
N05302	RPE 94		
N05306	RPE 94		
N05322	RPE 94		
N05335	RPE 94		
N05338	RPE 94		
N05341	RPE 94		
N05355	RPE 94		
N05383	RPE 94		
N05391	RPE 94		
N05422	RPE 94		
N05428	RPE 94		
N05443	RPE 94		
N05450	RPE 94		
N05457	RPE 94		
N10466	RPE 94		
N10492	RPE 94		
N11182	RPE 94		
N20016	RPE 94		
N20024	RPE 94		
N20038	RPE 94		
N30013	RPE 94		
N95721	RPE 94		
N95758	RPE 94		
N95768	RPE 94		
N95773	RPE 94		
N00538	RPU 83		
N05174	RPU 83		
N03161	RPU 83		
N05187	RPU 83		
N05191	RPU 83		
N05195	RPU 83		
N05268	RPU 83		
N05356	RPU 83		
N05360	RPU 83		
N05411	RPU 83		
N10458	RPU 83		
N10467	RPU 83		
N10491	RPU 83		
N10789	RPU 83		
N20002	RPU 83		
N20004	RPU 83		
N20042	RPU 83		
N20054	RPU 83		
N20055	RPU 83		
N30011	RPU 83		
N30012	RPU 83		
N95757	RPU 83		
N95762	RPU 83		
N95773	RPU 83		
N05165	RPU 84		
N05168	RPU 84		
N05170	RPU 84		
N05183	RPU 84		
N05435	RPU 84		
N05186	RPU 84		
N05208	RPU 84		
N05218	RPU 84		
N05229	RPU 84		
N05238	RPU 84		
N05244	RPU 84		
N05251	RPU 84		
N05264	RPU 84		
N05275	RPU 84		
N05307	RPU 84		
N05329	RPU 84		
N05378	RPU 84		
N05397	RPU 84		
N05456	RPU 84		
N20001	RPU 84		
N20023	RPU 84		
N30024	RPU 84		
N95755	RPU 84		
N95781	RPU 84		
N99979	RPU 84		
N03170	RPU 85		
N00664	RPU 85		
N03158	RPU 85		
N03590	RPU 85		
N05169	RPU 85		
N05188	RPU 85		
N05224	RPE 88		
N05276	RPE 88		
N05277	RPE 88		
N05280	RPE 88		
N05299	RPE 88		
N05306	RPE 88		
N05334	RPE 88		
N05344	RPE 88		
N05360	RPE 88		
N05374	RPE 88		
N05379	RPE 88		
N05409	RPE 88		
N05415	RPE 88		
N05430	RPE 88		
N05440	RPE 88		
N20018	RPE 88		
N20037	RPE 88		
N30023	RPE 88		
N30024	RPE 88		
N95762	RPE 88		
N95770	RPE 88		
N05164	RPE 89		
ALD005	RPE 89		
N00204	RPE 89		
N00482	RPE 89		
N00496	RPE 89		
N01139	RPE 89		
N03172	RPE 89		
N05238	RPE 89		
N05247	RPE 89		
N05265	RPE 89		
N05272	RPE 89		
N05276	RPE 89		
N05296	RPE 89		
N05305	RPE 89		
N05331	RPE 89		
N05361	RPE 89		
N05376	RPE 89		
N05387	RPE 89		
N05404	RPE 89		
N05413	RPE 89		
N05418	RPE 89		
N05425	RPE 89		
N05450	RPE 89		
N10457	RPE 89		
N20007	RPE 89		
N20021	RPE 89		
N20033	RPE 89		
N20053	RPE 89		
N95723	RPE 89		
N95773	RPE 89		
N95791	RPE 89		
N03166	RPE 90		
N05177	RPE 90		
N05435	RPE 90		
N00664	RPE 90		
N05199	RPE 90		
N05208	RPE 90		
N05221	RPE 90		
N05228	RPE 90		
N05243	RPE 90		
N05258	RPE 90		
N05300	RPE 90		
N05308	RPE 90		
N05339	RPE 90		
N05345	RPE 90		
N05371	RPE 90		
N05383	RPE 90		
N05384	RPE 90		
N05387	RPE 90		
N05393	RPE 90		
N05429	RPE 90		
N05446	RPE 90		
N05462	RPE 90		
N05467	RPE 90		
N10490	RPE 90		
N20000	RPE 90		
N20017	RPE 90		
N20022	RPE 90		
N20034	RPE 90		
N30014	RPE 90		
N95719	RPE 90		
N95764	RPE 90		
N95768	RPE 90		
N95773	RPE 90		
N99976	RPE 90		
N99990	RPE 90		
N05182	RPE 91		
N05408	RPE 91		
N01148	RPE 91		
N05171	RPE 91		
N05185	RPE 91		
N05200	RPE 91		
N05202	RPE 91		
N05206	RPE 91		
N05218	RPE 91		
N05227	RPE 91		
N05257	RPE 91		
N05347	RPE 91		
N05372	RPE 91		
N05375	RPE 91		
N05384	RPE 91		
N05402	RPE 91		
N05428	RPE 91		
N05437	RPE 91		
N05447	RPE 91		
N05450	RPE 91		
N10467	RPE 91		
N10470	RPE 91		
N10485	RPE 91		
N10490	RPE 91		
N20047	RPE 91		
N20052	RPE 91		
N30009	RPE 91		
N03166	RPE 92		
N05175	RPE 92		
N05176	RPE 92		
N05180	RPE 92		
N00328	RPE 92		
N03589	RPE 92		
N05187	RPE 92		
N05193	RPE 92		
N05211	RPE 92		
N05221	RPE 92		
N05238	RPE 92		
N05239	RPE 92		
N05277	RPE 92		
N05288	RPE 92		
N05291	RPE 92		
N05299	RPE 92		
N05302	RPE 92		
N05315	RPE 92		
N05328	RPE 92		
N05335	RPE 92		
N05346	RPE 92		
N05358	RPE 92		
N05364	RPE 92		
N05397	RPE 92		
N05429	RPE 92		
N05432	RPE 92		
N05441	RPE 92		
N05451	RPE 92		
N05458	RPE 92		
N20022	RPE 92		
N20044	RPE 92		
N30012	RPE 92		
N30016	RPE 92		
N95784	RPE 92		
NI8880	RPE 92		
N05183	RPE 93		
N03566	RPE 93		
N05163	RPE 93		
N05188	RPE 93		
N05191	RPE 93		
N05221	RPE 93		
N05242	RPE 93		
N05244	RPE 93		
N05267	RPE 93		
N05288	RPE 93		
N05303	RPE 93		
N05345	RPE 93		
N05362	RPE 93		
N05395	RPE 93		
N05441	RPE 93		
N05454	RPE 93		
N20007	RPE 93		
N20037	RPE 93		
N20042	RPE 93		
N30010	RPE 93		
N95752	RPE 93		
N95759	RPE 93		
N95762	RPE 93		
N03174	RPE 94		
ALD005	RPE 94		
N00299	RPE 94		
N00420	RPE 94		
N01148	RPE 94		
N03172	RPE 94		
N03588	RPE 94		
N05187	RPE 94		
N05198	RPE 94		
N05203	RPE 94		
N05204	RPE 94		
N05225	RPE 94		
N05226	RPE 94		
N05229	RPE 94		
N05230	RPE 94		
N05254	RPE 94		
N05265	RPE 94		
N05280	RPE 94		
N05284	RPE 94		
N05327	RPE 94		
N05342	RPE 94		
N05363	RPE 94		
N05373	RPE 94		
N05411	RPE 94		
N05452	RPE 94		
N05467	RPE 94		
N10490	RPE 94		
N11181	RPE 94		
N20003	RPE 94		
N20004	RPE 94		
N20037	RPE 94		
N20046	RPE 94		
N30011	RPE 94		
N03169	RPU 83		
N03171	RPU 83		
N05367	RPU 83		
S00001	RPU 83		
N00296	RPU 83		
N05163	RPU 83		
N05188	RPU 83		
N05189	RPU 83		
N05208	RPU 83		
N05209	RPU 83		
N05255	RPU 83		
N05265	RPU 83		
N05272	RPU 83		
N05278	RPU 83		
N05332	RPU 83		
N05361	RPU 83		
N05371	RPU 83		
N05441	RPU 83		
N05443	RPU 83		
N05444	RPU 83		
N05469	RPU 83		
N05471	RPU 83		
N10468	RPU 83		
N10471	RPU 83		
N20001	RPU 83		
N20019	RPU 83		
N99930	RPU 83		
N99997	RPU 83		
N05182	RPU 84		
N00299	RPU 84		
N01139	RPU 84		
N03172	RPU 84		
N05203	RPU 84		
N05210	RPU 84		
N05219	RPU 84		
N05222	RPU 84		
N05239	RPU 84		
N05285	RPU 84		
N05297	RPU 84		
N05305	RPU 84		
N05345	RPU 84		
N05354	RPU 84		
N05383	RPU 84		
N05384	RPU 84		
N05388	RPU 84		
N05403	RPU 84		
N05410	RPU 84		
N05418	RPU 84		
N05440	RPU 84		
N05442	RPU 84		
N05448	RPU 84		
N10457	RPU 84		
N10468	RPU 84		
N20007	RPU 84		
N20011	RPU 84		
N30011	RPU 84		
N95770	RPU 84		
N05182	RPU 85		
N05408	RPU 85		
ALD001	RPU 85		
N00329	RPU 85		
N05199	RPE 88		
N05210	RPE 88		
N05217	RPE 88		
N05239	RPE 88		
N05243	RPE 88		
N05251	RPE 88		
N05254	RPE 88		
N05266	RPE 88		
N05289	RPE 88		
N05298	RPE 88		
N05322	RPE 88		
N05328	RPE 88		
N05350	RPE 88		
N05361	RPE 88		
N05400	RPE 88		
N05406	RPE 88		
N05446	RPE 88		
N10466	RPE 88		
N10490	RPE 88		
N20015	RPE 88		
N20042	RPE 88		
N20044	RPE 88		
N20050	RPE 88		
N20053	RPE 88		
N30011	RPE 88		
N95774	RPE 88		
N95788	RPE 88		
N05162	RPE 89		
N05166	RPE 89		
N05180	RPE 89		
N05408	RPE 89		
N05435	RPE 89		
N00299	RPE 89		
N01148	RPE 89		
N03165	RPE 89		
N05184	RPE 89		
